day,posts,likes,views
2020-08-13,2,263,45511
2020-08-14,2,163,44030
2020-08-15,1,46,25833
2020-08-16,1,59,25866
2020-08-17,3,323,74891
2020-08-18,2,60,40742
2020-08-19,1,24,21709
2020-08-20,2,164,50597
2020-08-21,2,122,42268
2020-08-22,1,147,26625
2020-08-23,1,129,25317
2020-08-24,3,345,70248
2020-08-25,2,120,42140
2020-08-26,2,201,49406
2020-08-27,2,199,51834
2020-08-28,1,192,36581
2020-08-29,1,42,27265
2020-08-30,1,162,30360
2020-08-31,2,85,39736
2020-09-01,3,95,65172
2020-09-02,2,242,36938
2020-09-03,1,61,29289
2020-09-04,2,185,49996
2020-09-05,1,176,32353
2020-09-06,1,101,25616
2020-09-07,2,104,45591
2020-09-08,2,511,53498
2020-09-09,2,77,41711
2020-09-10,2,248,55854
2020-09-11,2,171,54372
2020-09-12,1,106,28385
2020-09-13,1,430,57353
2020-09-14,3,325,73808
2020-09-15,2,264,50305
2020-09-16,2,304,53299
2020-09-17,2,183,54135
2020-09-18,1,104,28464
2020-09-19,1,275,23089
2020-09-20,1,43,24936
2020-09-21,2,76,39793
2020-09-22,3,87,66365
2020-09-23,2,94,43406
2020-09-24,2,62,42884
2020-09-25,1,94,26633
2020-09-26,1,199,32803
2020-09-27,1,151,25983
2020-09-28,3,180,61021
2020-09-29,2,94,41150
2020-09-30,2,79,38162
2020-10-01,3,171,68306
2020-10-02,1,292,32622
2020-10-03,1,79,27286
2020-10-04,1,139,30085
2020-10-05,2,116,46159
2020-10-06,3,276,74101
2020-10-07,2,348,52836
2020-10-08,2,71,45382
2020-10-09,2,112,45639
2020-10-10,1,197,41561
2020-10-11,1,287,41508
2020-10-12,3,156,65312
2020-10-13,2,281,52016
2020-10-14,2,165,51840
2020-10-15,2,69,49172
2020-10-16,2,165,50076
2020-10-17,1,405,40604
2020-10-18,1,652,73267
2020-10-19,3,471,98007
2020-10-20,2,238,50989
2020-10-21,2,164,55887
2020-10-22,2,187,58678
2020-10-23,2,596,79656
2020-10-24,1,47,30032
2020-10-25,1,111,31947
2020-10-26,2,188,59459
2020-10-27,2,366,73241
2020-10-28,2,193,70805
2020-10-29,2,347,84055
2020-10-30,1,148,53828
2020-10-31,1,62,51938
2020-11-02,3,789,236365
2020-11-12,2,139,56343
2020-11-13,1,37,27794
2020-11-14,1,52,25913
2020-11-15,1,98,26635
2020-11-16,3,430,85752
2020-11-17,2,172,51935
2020-11-18,1,66,22829
2020-11-19,2,65,40722
2020-11-20,3,289,84164
2020-11-21,1,139,34942
2020-11-22,1,456,41917
2020-11-23,3,113,74580
2020-11-24,2,82,47614
2020-11-25,2,113,53439
2020-11-26,2,291,67087
2020-11-27,1,30,27982
2020-11-28,1,83,29378
2020-11-29,1,347,51340
2020-11-30,3,286,99028
2020-12-01,2,117,58777
2020-12-02,2,140,54886
2020-12-03,3,302,95648
2020-12-04,2,525,78620
2020-12-05,1,115,35975
2020-12-06,1,114,35462
2020-12-07,2,145,55206
2020-12-08,2,249,60025
2020-12-09,3,153,89221
2020-12-10,1,96,37282
2020-12-11,1,64,33448
2020-12-12,1,55,40755
2020-12-13,1,129,31085
2020-12-14,3,280,89555
2020-12-15,2,330,65765
2020-12-16,2,132,62706
2020-12-17,2,241,67410
2020-12-18,2,209,68676
2020-12-19,1,117,37867
2020-12-20,1,48,39372
2020-12-21,1,103,34439
2020-12-22,2,126,57433
2020-12-23,3,140,79758
2020-12-24,2,119,59353
2020-12-25,2,149,64877
2020-12-26,1,46,32350
2020-12-27,1,42,33095
2020-12-28,3,136,79073
2020-12-29,2,198,64784
2020-12-30,3,354,117475
2020-12-31,2,206,77870
2021-01-02,1,135,48304
2021-01-04,1,103,36171
2021-01-06,1,43,34162
2021-01-08,2,120,58781
2021-01-10,1,57,34643
2021-01-11,2,169,54001
2021-01-12,3,198,72842
2021-01-13,2,299,59302
2021-01-15,4,220,99495
2021-01-16,1,157,39668
2021-01-17,1,411,44612
2021-01-18,3,235,78078
2021-01-19,2,97,47166
2021-01-20,2,111,46991
2021-01-21,2,312,63178
2021-01-22,2,352,74594
2021-01-23,1,113,36739
2021-01-25,2,110,54466
2021-01-26,2,486,66724
2021-01-27,2,207,54749
2021-01-29,3,356,76987
2021-01-30,2,386,56322
2021-01-31,1,83,28748
2021-02-01,3,97,70262
2021-02-02,2,151,51073
2021-02-03,2,153,53134
2021-02-04,2,211,55892
2021-02-05,1,65,27650
2021-02-06,1,187,35213
2021-02-07,1,275,42166
2021-02-08,3,131,72308
2021-02-09,2,365,53673
2021-02-10,1,75,24980
2021-02-11,2,141,46681
2021-02-12,2,251,53730
2021-02-13,1,124,38399
2021-02-14,1,79,22903
2021-02-15,3,88,66343
2021-02-16,2,86,35953
2021-02-17,2,142,52812
2021-02-18,3,106,58885
2021-02-19,3,207,70288
2021-02-20,2,259,58596
2021-02-21,1,166,31721
2021-02-22,3,120,66561
2021-02-23,1,23,22083
2021-02-24,3,89,74921
2021-02-25,2,150,48417
2021-02-26,2,67,47163
2021-02-27,1,251,36408
2021-02-28,3,123,71305
2021-03-01,2,58,42723
2021-03-02,2,119,47413
2021-03-03,2,118,39607
2021-03-04,2,332,53063
2021-03-05,3,158,66732
2021-03-06,1,132,26351
2021-03-07,1,75,24133
2021-03-08,3,143,61670
2021-03-09,3,109,60865
2021-03-10,1,69,21319
2021-03-11,3,91,60840
2021-03-12,2,62,42582
2021-03-14,1,34,21070
2021-03-15,3,86,58460
2021-03-16,2,149,38814
2021-03-17,2,102,36371
2021-03-18,3,181,64949
2021-03-19,3,105,63612
2021-03-20,1,86,25160
2021-03-21,1,115,24695
2021-03-22,4,285,82822
2021-03-23,1,37,21600
2021-03-24,3,99,57987
2021-03-25,2,87,41284
2021-03-26,2,130,45677
2021-03-27,1,130,28954
2021-03-28,1,62,23959
2021-03-29,1,40,24811
2021-03-30,2,44,39788
2021-03-31,2,272,49543
2021-04-01,3,158,59613
2021-04-02,1,26,19666
2021-04-03,2,196,44599
2021-04-04,1,46,20810
2021-04-05,3,145,53923
2021-04-06,4,256,79948
2021-04-07,2,112,39413
2021-04-08,2,135,39874
2021-04-09,2,92,91220
2021-04-10,1,34,18747
2021-04-11,1,35,20873
2021-04-12,3,192,55493
2021-04-13,3,258,55543
2021-04-14,3,350,60619
2021-04-15,2,58,33165
2021-04-16,2,104,30258
2021-04-17,4,287,80459
2021-04-18,2,164,53126
2021-04-19,3,130,57717
2021-04-20,3,223,62940
2021-04-21,3,167,61380
2021-04-22,3,349,131936
2021-04-23,2,49,38354
2021-04-24,1,128,33591
2021-04-25,1,143,26078
2021-04-26,2,111,41266
2021-04-27,2,197,45413
2021-04-28,1,44,21197
2021-04-29,3,148,59557
2021-04-30,1,164,32651
2021-05-01,1,57,20778
2021-05-02,1,124,25524
2021-05-03,3,172,65818
2021-05-04,1,26,21454
2021-05-05,3,110,64125
2021-05-06,3,188,70521
2021-05-07,1,95,28497
2021-05-08,1,135,34046
2021-05-09,1,93,25475
2021-05-10,2,86,45995
2021-05-11,2,75,40611
2021-05-12,1,142,22207
2021-05-13,2,148,41708
2021-05-14,1,30,23658
2021-05-15,1,150,42502
2021-05-16,1,78,25199
2021-05-17,3,165,59325
2021-05-18,2,60,37430
2021-05-19,4,116,66241
2021-05-20,3,134,57783
2021-05-21,2,101,38448
2021-05-22,2,152,46480
2021-05-23,1,66,22402
2021-05-24,3,126,64628
2021-05-25,2,81,40252
2021-05-26,1,29,20166
2021-05-27,2,79,43225
2021-05-28,1,52,20670
2021-05-29,1,87,25502
2021-05-30,1,113,28727
2021-05-31,4,166,78933
2021-06-01,2,129,44622
2021-06-02,1,24,18978
2021-06-03,2,134,42987
2021-06-04,2,110,92750
2021-06-05,1,40,21174
2021-06-06,1,49,24056
2021-06-07,4,106,70620
2021-06-08,1,26,17134
2021-06-09,3,96,55669
2021-06-10,2,59,35615
2021-06-11,2,106,42289
2021-06-12,1,36,20846
2021-06-13,1,42,22370
2021-06-14,2,62,41366
2021-06-15,2,110,38977
2021-06-16,3,73,50451
2021-06-17,3,84,52298
2021-06-18,2,66,38922
2021-06-19,1,51,22575
2021-06-20,1,120,28553
2021-06-21,3,107,57878
2021-06-22,2,87,33334
2021-06-23,2,111,42754
2021-06-24,1,20,17969
2021-06-25,3,112,51340
2021-06-26,1,71,26980
2021-06-27,1,105,29304
2021-06-28,3,124,57563
2021-06-29,3,74,44014
2021-06-30,3,82,97788
2021-07-01,4,184,174122
2021-07-02,2,61,50276
2021-07-03,1,21,18203
2021-07-04,1,32,18674
2021-07-05,3,111,101926
2021-07-06,1,48,17091
2021-07-07,2,55,34470
2021-07-08,3,252,87871
2021-07-09,2,62,34087
2021-07-10,1,56,33169
2021-07-11,3,106,67530
2021-07-12,4,140,105871
2021-07-13,1,27,16180
2021-07-14,2,49,30895
2021-07-15,4,94,57552
2021-07-16,4,106,63274
2021-07-17,2,390,57375
2021-07-18,1,28,22934
2021-07-19,3,129,72664
2021-07-20,2,101,84150
2021-07-21,2,51,35666
2021-07-22,3,116,68881
2021-07-23,1,16,16760
2021-07-24,1,280,25267
2021-07-25,2,294,71402
2021-07-26,1,57,20974
2021-07-27,2,44,85266
2021-07-28,2,69,41494
2021-07-29,1,16,16630
2021-07-30,5,204,99823
2021-07-31,2,64,51021
2021-08-01,2,154,63195
2021-08-02,3,84,75503
2021-08-03,5,110,68703
2021-08-04,1,60,32095
2021-08-05,3,53,42922
2021-08-06,2,42,42512
2021-08-07,1,24,18451
2021-08-08,2,103,36401
2021-08-09,3,105,48086
2021-08-10,3,162,57142
2021-08-11,4,85,67486
2021-08-12,2,62,47991
2021-08-13,2,71,34576
2021-08-14,1,126,26337
2021-08-16,5,203,77146
2021-08-17,2,50,33313
2021-08-18,3,89,41993
2021-08-19,1,446,55487
2021-08-20,4,281,79220
2021-08-21,1,105,21805
2021-08-23,3,232,60973
2021-08-25,1,50,17843
2021-08-26,3,313,1105673
2021-08-27,2,73,40993
2021-08-28,1,173,25188
2021-08-30,2,43,29848
2021-08-31,4,206,65379
2021-09-01,2,145,36532
2021-09-02,1,60,83727
2021-09-03,2,55,38979
2021-09-04,1,25,18743
2021-09-06,4,131,59495
2021-09-07,2,74,35623
2021-09-08,3,102,55752
2021-09-09,1,56,20996
2021-09-11,1,38,20612
2021-09-12,1,43,18298
2021-09-13,1,20,20099
2021-09-14,3,341,75371
2021-09-15,2,65,137765
2021-09-16,1,70,20126
2021-09-17,1,39,19441
2021-09-18,1,47,19936
2021-09-19,1,79,21306
2021-09-20,2,77,37734
2021-09-22,4,130,61438
2021-09-23,3,64,48544
2021-09-24,1,63,18704
2021-09-25,2,225,41817
2021-09-26,1,38,15222
2021-09-27,3,235,57170
2021-09-28,4,402,209488
2021-09-29,2,239,32637
2021-09-30,3,280,35560
2021-10-01,3,370,44621
2021-10-02,1,312,22610
2021-10-03,1,50,24711
2021-10-04,5,964,138601
2021-10-05,3,298,51526
2021-10-06,2,527,43098
2021-10-07,2,64,32858
2021-10-09,2,569,50523
2021-10-10,1,54,20326
2021-10-11,2,51,32142
2021-10-12,2,51,32776
2021-10-13,2,520,47537
2021-10-14,1,25,18563
2021-10-15,2,25,41073
2021-10-16,1,44,24960
2021-10-17,1,64,22301
2021-10-18,1,18,21036
2021-10-20,3,51,47606
2021-10-21,3,111,53315
2021-10-22,2,743,46071
2021-10-23,1,104,23969
2021-10-24,1,18,19436
2021-10-25,2,42,33705
2021-10-26,1,33,16193
2021-10-27,3,673,61925
2021-10-28,4,587,73547
2021-10-29,4,1044,85915
2021-10-30,1,40,18316
2021-10-31,1,47,22159
2021-11-01,2,435,80176
2021-11-02,2,434,42131
2021-11-03,2,440,45320
2021-11-04,2,30,29899
2021-11-05,2,84,41026
2021-11-06,1,26,19018
2021-11-07,2,71,36631
2021-11-08,1,22,19037
2021-11-09,2,36,34054
2021-11-10,1,916,45584
2021-11-11,1,59,22396
2021-11-12,1,18,17469
2021-11-13,1,32,21896
2021-11-14,1,39,22527
2021-11-15,2,76,39711
2021-11-16,1,439,45919
2021-11-17,1,8,17098
2021-11-18,3,322,73087
2021-11-19,2,64,38558
2021-11-20,1,18,23927
2021-11-21,1,73,33804
2021-11-22,2,668,68012
2021-11-23,1,29,17488
2021-11-24,1,22,18073
2021-11-25,1,55,18292
2021-11-26,2,45,39242
2021-11-27,1,81,26693
2021-11-28,1,29,19846
2021-11-29,1,27,20158
2021-11-30,1,471,39897
2021-12-01,1,18,13337
2021-12-02,3,59,43984
2021-12-03,2,50,33182
2021-12-04,1,69,20566
2021-12-05,1,36,17620
2021-12-06,2,64,42235
2021-12-07,1,57,16549
2021-12-08,1,34,22060
2021-12-09,1,41,19210
2021-12-10,1,67,15189
2021-12-11,1,342,34690
2021-12-12,2,41,29938
2021-12-13,2,62,40619
2021-12-14,2,52,26217
2021-12-15,3,81,42798
2021-12-16,2,25,26472
2021-12-17,2,38,30082
2021-12-18,2,50,30804
2021-12-19,1,223,30985
2021-12-20,1,36,16769
2021-12-21,2,51,28068
2021-12-22,1,14,14533
2021-12-23,2,43,26967
2021-12-24,3,74,43130
2021-12-25,2,48,30255
2021-12-26,1,46,21046
2021-12-27,2,47,29379
2021-12-28,3,81,52329
2021-12-29,1,103,24419
2021-12-31,1,87,21783
2022-01-02,1,26,17319
